ID,URL,Title,Description,Tags,Tone,Audience,Source,Locality (yes or no),Country,Relevance
11,https://au.reachout.com/mental-health-issues/anxiety/anxiety-stories,Anxiety stories,"Anxiety can be super overwhelming. But, the good news is, anxiety is manageable. Here's how Ben and Jasmine deal with their anxiety and find ways to feel better.","anxiety, depression",supportive,youth,ReachOut Australia,yes,Australia,
12,https://au.reachout.com/mental-health-issues/anxiety/what-is-agoraphobia,What is agoraphobia?,Agoraphobia is an anxiety disorder characterised by a fear of having a panic attack in a situation that is difficult to escape from. Learn more at ReachOut.,"anxiety, depression",supportive,youth,ReachOut Australia,yes,Australia,
13,https://au.reachout.com/mental-health-issues/anxiety/how-to-deal-with-ocd,How to deal with OCD,Are you or someone you know living with the symptoms of OCD? Find out about the signs and symptoms and how to deal with OCD in this guide.,anxiety,supportive,youth,ReachOut Australia,yes,Australia,
14,https://au.reachout.com/mental-health-issues/anxiety/4-things-you-might-not-know-about-ocd,4 things you might not know about OCD,"In this article about OCD, we talk about common misconceptions that contribute to stigma for people with this condition.",anxiety,supportive,youth,ReachOut Australia,yes,Australia,
15,https://au.reachout.com/mental-health-issues/anxiety/how-to-tell-if-you-have-a-phobia,How to tell if you have a phobia,"A phobia can cause extreme fear about a situation, living thing or place. Discover more about the types of phobias and what you can do about them.",anxiety,supportive,youth,ReachOut Australia,yes,Australia,
16,https://au.reachout.com/mental-health-issues/depression/depression,Everything you need to know about depression,"Learn more about depression, the symptoms of depression & learn how to deal with depression in our guide. Remember, you're not alone & help is available.","anxiety, depression",supportive,youth,ReachOut Australia,yes,Australia,
17,https://au.reachout.com/mental-health-issues/depression/treatments-for-depression,All about treatments for depression,Self-help strategies alone may not be always enough to help with depression. Learn more about different depression treatment options and how to find support.,depression,supportive,youth,ReachOut Australia,yes,Australia,
18,https://au.reachout.com/mental-health-issues/depression/types-of-depression,Types of depression,Depressive disorders come in many different forms. Understanding the different types of depression can help you to find support that's right for you.,"anxiety, depression",supportive,youth,ReachOut Australia,yes,Australia,
19,https://au.reachout.com/mental-health-issues/depression/stories-from-young-people-with-depression,Stories from teenagers with depression,Overcoming depression is not easy and can take time. Read six personal stories from teenagers who have experienced depression in their lives.,"anxiety, depression",supportive,youth,ReachOut Australia,yes,Australia,
20,https://au.reachout.com/mental-health-issues/depression/self-help-for-depression,Self-help for depression,Are you looking for small but meaningful ways on how to deal with depression? Read our guide on self-help for depression for some easy places to start.,depression,supportive,youth,ReachOut Australia,yes,Australia,
21,https://au.reachout.com/mental-health-issues/depression/how-to-help-someone-with-depression,How to help someone with depression,Knowing how to help someone with depression can be difficult. Here’s some tips for helping a loved one living with a mental health condition.,"anxiety, depression",supportive,youth,ReachOut Australia,yes,Australia,
22,https://au.reachout.com/mental-health-issues/depression/facts-about-depression,8 facts about depression,"Are you feeling depressed, don't know why, and want to know more? Here are eight need-to-know facts about depression.","anxiety, depression",supportive,youth,ReachOut Australia,yes,Australia,
23,https://au.reachout.com/mental-health-issues/depression/taras-experience-opening-up-to-a-friend-to-overcome-depression,Tara’s experience of opening up to a friend to overcome depression,Tara’s depression took the form of anger towards herself and the world. Read about how voicing her feelings helped her to recover from depression.,depression,supportive,youth,ReachOut Australia,yes,Australia,
24,https://au.reachout.com/mental-health-issues/depression/saras-experience-helping-her-boyfriend-overcome-depression,Sara's experience helping her boyfriend deal with his depression,"Read about how Sara dealt with the overwhelming experience of helping her boyfriend with depression, and the lessons she learnt in the process.","anxiety, depression",supportive,youth,ReachOut Australia,yes,Australia,
25,https://au.reachout.com/mental-health-issues/professional-help/gps,What do GPs do?,"GPs, or ‘general practitioners’, are the first point of contact for help with your physical or mental health. Learn what GPs do and how they can support you.",anxiety,supportive,youth,ReachOut Australia,yes,Australia,
26,https://au.reachout.com/mental-health-issues/professional-help/types-of-mental-health-professionals,Types of mental health professionals,"Learn about mental health professionals like doctors, counsellors, psychologists, psychiatrists, youth, peer and social workers & mental health nurses.","anxiety, depression",supportive,youth,ReachOut Australia,yes,Australia,
27,https://au.reachout.com/mental-health-issues/professional-help/cognitive-behavioural-therapy,Cognitive behavioural therapy,Cognitive behavioural therapy (CBT) is a type of psychotherapy used to address different kinds of mental health issues.,"anxiety, depression",supportive,youth,ReachOut Australia,yes,Australia,
28,https://au.reachout.com/mental-health-issues/professional-help/medication-for-mental-health,Medication,"In some cases, medication prescribed by a GP or a psychiatrist can help with mental health issues. Learn more about getting professional help.",depression,supportive,youth,ReachOut Australia,yes,Australia,
29,https://au.reachout.com/mental-health-issues/psychotic-disorders/what-is-psychosis,What is psychosis?,"Learn more about psychosis, including what it is, symptoms, possible causes, different types of psychosis and what to do if you experience a psychotic episode.",depression,supportive,youth,ReachOut Australia,yes,Australia,
30,https://au.reachout.com/mental-health-issues/bipolar-disorder/what-is-bipolar-disorder,What is bipolar disorder? Everything you need to know,"You may have heard of bipolar, but do you know what it means to have a bipolar disorder? Learn what bipolar disorder is, as well as the signs and symptoms.","anxiety, depression",supportive,youth,ReachOut Australia,yes,Australia,
31,https://au.reachout.com/mental-health-issues/professional-help/telehealth-and-more-getting-psychological-help-online,Telehealth and more – getting psychological help online,"Read this article if you’d like to find out how to see an online psychologist, whether it’s the right thing for you, and the costs involved.",anxiety,supportive,youth,ReachOut Australia,yes,Australia,
32,https://au.reachout.com/mental-health-issues/professional-help/getting-and-using-a-mental-health-care-plan,Getting and using a mental health care plan,"We’ll help you figure out if speaking to your GP about a mental health care plan is the right move for you, and what to expect once you have one.",,supportive,youth,ReachOut Australia,yes,Australia,
33,https://au.reachout.com/mental-health-issues/professional-help/how-to-get-affordable-professional-help,How to get professional help if you don't have much money,Getting professional support doesn't have to cost lots of money. Here are some free and affordable ways you can get help.,,supportive,youth,ReachOut Australia,yes,Australia,
34,https://au.reachout.com/mental-health-issues/suicide/what-to-do-if-youre-thinking-about-how-to-commit-suicide,What to do if you're thinking about how to commit suicide,"If you're wondering how to stop thinking about suicidal thoughts, read our coping strategy toolkit, and know there's always someone that you can talk to.",depression,supportive,youth,ReachOut Australia,yes,Australia,
