url,title,body
https://www.mentalhealth.org.uk/explore-mental-health/statistics/bipolar-disorder-statistics,Bipolar disorder: statistics,"Bipolar disorder (formerly known as manic depression) is a mood disorder. Symptoms are extreme mood swings from high to low. Bipolar is the fourth most common mental health problem worldwide after depression, anxiety and schizophrenia.1 In 2013, there were almost 4 million cases of mood disorders, including bipolar disorder, in the UK.2 In 2014, younger people were more likely to have bipolar than older people - 3.4% of 16 to 24-year-olds screened positive, but only 0.4% of 65 to 74-year-olds screened positive.3 Browse all of the mental health statistics Our 2016 study 'The Fundamental Facts about Mental Health' follows a comprehensive summary of mental health research, providing a unique handbook of key facts and figures, covering all key areas of mental health. Learn more about bipolar disorder - the symptoms, causes and getting support. Home of Mental Health Awareness Week"
https://www.mentalhealth.org.uk/explore-mental-health/statistics/carers-statistics,Carers: statistics,"Carers provide invaluable support and help to their family, friends and loved ones, whether this is for physical or mental health problems. The mental health needs of carers are often neglected, despite many carers having poor mental health. Browse all of the mental health statistics Our 2016 study 'The Fundamental Facts about Mental Health' follows a comprehensive summary of mental health research, providing a unique handbook of key facts and figures, covering all key areas of mental health. Learn more about what impacts our mental health with our A-Z Topics. Home of Mental Health Awareness Week"
https://www.mentalhealth.org.uk/explore-mental-health/statistics/children-young-people-statistics,Children and young people: statistics,"We take a life-course approach to mental health because good mental health begins in infancy. Browse all of the mental health statistics Our 2016 study 'The Fundamental Facts about Mental Health' follows a comprehensive summary of mental health research, providing a unique handbook of key facts and figures covering all key areas of mental health. Find out more about what affects our mental health with our A-Z Topics. Home of Mental Health Awareness Week"
https://www.mentalhealth.org.uk/explore-mental-health/statistics/depression-statistics,Depression: statistics,"Depression is a common mental disorder that causes people to experience depressed mood, loss of interest or pleasure, feelings of guilt or low self-worth, disturbed sleep or appetite, low energy, and poor concentration. Depression is the predominant mental health problem worldwide, followed by anxiety, schizophrenia and bipolar disorder.1 In 2013, depression was the second leading cause of years lived with a disability worldwide, behind lower back pain. In 26 countries, depression was the primary driver of disability.2 In 2014, 19.7% of people in the UK aged 16 and over showed symptoms of anxiety or depression - a 1.5% increase from 2013. This percentage was higher among females (22.5%) than males (16.8%).3 Browse all of the mental health statistics Our 2016 study 'The Fundamental Facts about Mental Health' follows a comprehensive summary of mental health research, providing a unique handbook of key facts and figures covering all key areas of mental health. Learn more about depression - the symptoms, different types, causes and getting support. Home of Mental Health Awareness Week"
https://www.mentalhealth.org.uk/explore-mental-health/statistics/people-seeking-help-diagnosed-mental-health-problems-statistics,People seeking help for diagnosed mental health problems,"One adult in six in England (15.7%) receives mental health treatment, with 12.5% receiving medication and 5.1%% receiving psychological therapy. (The overlap within the statistics is due to 1.9% of those receiving treatment reporting receiving both medication and psychological therapy.)1 For those with common mental health problems, 44.6% reported receiving treatment. The proportion of people with a common mental health problem using mental health treatment has significantly increased over recent years. In 2014, 37.3% of people with a common mental health condition received treatment and in 2000, the figure was 23.1%.2 Ethnic inequalities persist in mental health treatment receipt.Consistent with analyses of previous surveys in the APMS series (Ahmad et al. 2022), people in Black, Asian and Mixed ethnic groups were found to be less likely to get mental health treatment than those who identified as White British.4 Patterns of treatment use by gender and age have changed.The previous survey in the APMS series found that among people with common mental health conditions, women were more likely than men to receive treatment. But in 2024, this difference was no longer evident .Among people with common mental health conditions, men and women had a similar likelihood of receiving mental health treatment.5 Age-related patterns in treatment use may have also changed in recent years. Treatment use among 16 to 24 year olds, especially among women, is now more similar to those in midlife. People aged 75 or more, however, continue to be the least likely age group to receive treatment.6 Browse all mental health statistics Our 2016 study 'The Fundamental Facts about Mental Health' follows a comprehensive summary of mental health research, providing a unique handbook of key facts and figures, covering all key areas of mental health. Home of Mental Health Awareness Week"
https://www.mentalhealth.org.uk/explore-mental-health/statistics/domestic-violence,Domestic violence: statistics,"This content discusses abuse or violence, trauma, substance abuse or addiction (which may include mentions of alcohol or drug use), depression and anxiety, which some people may find triggering. Some 1.2 million women and 700,000 men experience domestic violence each year, according to the Office for National Statistics.1 However, these figures relate only to official reports of violence, with the real figure likely to be much higher.The effect on survivors' mental health is profound and obvious. Browse all of the mental health statistics Our 2016 study 'The Fundamental Facts about Mental Health' follows a comprehensive summary of mental health research, providing a unique handbook of key facts and figures covering all key areas of mental health. Find out more about what affects our mental health with our A-Z Topics. If you feel affected by the content you have read, please see ourget helppage for support. Home of Mental Health Awareness Week"
https://www.mentalhealth.org.uk/explore-mental-health/statistics/people-physical-health-conditions-statistics,People with physical health conditions: statistics,"People with a physical disability or physical health problem are more likely to experience a mental health problem. In contrast, people with mental health problems are more likely to experience physical health problems. Browse all of the mental health statistics Our 2016 study 'The Fundamental Facts about Mental Health' follows a comprehensive summary of mental health research, providing a unique handbook of key facts and figures, covering all key areas of mental health. Find out more about what affects our mental health with our A-Z Topics. Home of Mental Health Awareness Week"
https://www.mentalhealth.org.uk/explore-mental-health/statistics/poverty-statistics,Poverty: statistics,"A growing body of evidence, mainly from high-income countries, has shown that there is a strong socioeconomic gradient in mental health, with people of lower socioeconomic status having a higher likelihood of developing and experiencing mental health problems.1 Browse all mental health statistics Our 2016 study 'The Fundamental Facts about Mental Health' follows a comprehensive summary of mental health research, providing a unique handbook of key facts and figures, covering all key areas of mental health. Find out more about what affects our mental health with our A-Z Topics. Home of Mental Health Awareness Week"
https://www.mentalhealth.org.uk/explore-mental-health/statistics/cost-diagnosed-mental-health-conditions-statistics,The cost of diagnosed mental health conditions: statistics,"Diagnosed mental health conditions are a growing public health concern - not just in the UK but around the world - associated with large direct costs for individuals and society, such as the provision of health and social care, and indirect costs, including lost employment. Despite the cost-effectiveness of preventing mental health problems in the long term, there are gaps in the research base on the prevention of mental ill-health. Our 2016 study 'The Fundamental Facts about Mental Health' follows a comprehensive summary of mental health research, providing a unique handbook of key facts and figures, covering all key areas of mental health. Find out more about what affects our mental health with our A-Z Topics. Home of Mental Health Awareness Week"
https://www.mentalhealth.org.uk/explore-mental-health/statistics/refugees-asylum-seekers-statistics,Refugees and asylum seekers: statistics,"According to UNHCR statistics, as of November 2022, there were 231,597 refugees, 127,421 pending asylum cases and 5,483 stateless persons in the UK. Asylum seekers and refugees face unique and complex challenges related to their mental health. They are often at greater risk of developing mental health problems. Browse all mental health statistics This report presents evidence on the circumstances which asylum seekers and refugees in the UK can face, and how these experiences can harm their mental health and even lead to suicidal feelings and actions. Updated in 2025. Our 2016 study 'The Fundamental Facts about Mental Health' follows a comprehensive summary of mental health research, providing a unique handbook of key facts and figures covering all key areas of mental health. Find out more about what affects our mental health with our A-Z Topics. Home of Mental Health Awareness Week"
https://www.mentalhealth.org.uk/explore-mental-health/statistics/relationships-community-statistics,Relationships and community: statistics,"Relationships are one of the most important aspects of our lives. People who are more socially connected to family, friends, or their community are happier, physically healthier, and live longer, with fewer mental health problems than people who are less well connected. It’s not just the number of friends you have, and it’s not whether or not you’re in a committed relationship, but it’s the quality of your close relationships that matters. Living in conflict or within a toxic relationship is more damaging than being alone. Browse all mental health statistics Our 2016 study 'The Fundamental Facts about Mental Health' follows a comprehensive summary of mental health research, providing a unique handbook of key facts and figures, covering all key areas of mental health. Find out more about what affects our mental health with our A-Z Topics. Home of Mental Health Awareness Week"
https://www.mentalhealth.org.uk/explore-mental-health/mental-health-statistics/investment-mental-health-research-statistics,Investment into mental health research: statistics,"In recent years, there has been an acknowledgement that mental health research is significantly below the equivalent of physical health. As measured by Years Lived with Disability, mental disorders account for at least 21% of the UK disease burden1, although further research suggests this has been underestimated by at least a third.2In 2018, only 6.1% of the UK’s health research budget was spent on mental health3and funding has remained largely unchanged for a decade.4 There have been recent boosts to mental health research; for example, the Department of Health and Social Care (DHSC) and the NIHR have announced a new £30 million Mental Health Research Initiative in 20215,and in May 2023, a new £42.7 million investment into mental health research has been announced by the NIHR and the Office for Life Sciences.6 But the Royal College of Psychiatrists have stated that “We urgently need more funding for mental health research. If we’re serious about treating mental and physical health equally, funding for mental health research needs to increase exponentially.”7 GBD results Vigo D, Thornicroft G, Atun R. Estimating the true global burden of mental illness. Lancet Psychiatry. 2016;3(2):171-178. UK Clinical Research Collaboration. UK Health Research Analysis 2018. January 2020. MQ. UK Mental Health Research Funding 2014–2017. 2017 £30 million investment to rebalance the scale of mental health research £42.7 million funding boost for mental health services RCPsych supports Government funding for research into severe mental illness See all mental health statistics Our 2016 study 'The Fundamental Facts about Mental Health' follows a comprehensive summary of mental health research, providing a unique handbook of key facts and figures, covering all key areas of mental health. Find out more about what affects our mental health with our A-Z Topics. Home of Mental Health Awareness Week"
https://www.mentalhealth.org.uk/explore-mental-health/statistics/family-parenting-statistics,Family and parenting: statistics,"Starting a family is a milestone in many people's lives. It can also be a stressful time and many parents experience mental ill health. Mental ill health of parents can have a negative impact on the development of their children. But this is not always the case. Poor maternal and paternal mental health has been associated with poor outcomes in children but not all children of parents who have mental health problems are at risk. A number of biological dispositions, sociocultural contexts and psychological processes are likely to interact and can serve as protective factors or risk factors for both parents' and children's mental health. Find out more about maternal mental health on the Maternal Mental Health Alliance website Browse all of the mental health statistics Our 2016 study 'The Fundamental Facts about Mental Health' follows a comprehensive summary of mental health research, providing a unique handbook of key facts and figures, covering all key areas of mental health. Find out more about what affects our mental health with our A-Z Topics. Home of Mental Health Awareness Week"
https://www.mentalhealth.org.uk/explore-mental-health/statistics/homelessness-statistics,Homelessness: statistics,"Homelessness is an increasing issue within the UK. Evidence shows that there is a considerable link between homelessness and mental health problems; however, this link is often overlooked. Browse all of the mental health statistics Our 2016 study 'The Fundamental Facts about Mental Health' follows a comprehensive summary of mental health research, providing a unique handbook of key facts and figures, covering all key areas of mental health. Find out more about what affects our mental health with our A-Z Topics. Home of Mental Health Awareness Week"
https://www.mentalhealth.org.uk/explore-mental-health/statistics/lgbtiq-people-statistics,LGBTIQ+ people: statistics,"LGBTIQ+ stands for lesbian, gay, bisexual, trans, intersex, queer or questioning. We’ve used the term LGBTIQ+ on this page, but we realise this doesn’t cover all the ways people define their gender or sexuality.Stonewall has a glossarythat lists many more terms. Mental health problems such as depression, self-harm, alcohol and drug abuse and suicidal thoughts can affect anyone, but they’re more common among people who are LGBTIQ+. Being LGBTIQ+ doesn’t cause these problems. But some things LGBTIQ+ people go through can affect their mental health, such as discrimination, homophobia or transphobia, social isolation, rejection, and difficult experiences of coming out. It’s important to note that embracing being LGBTIQ+ can have a positive impact on someone’s well-being too. It might mean they have more confidence, a sense of belonging to a community, feelings of relief and self-acceptance, and better relationships with friends and family. Being LGBTIQ+ doesn’t automatically mean someone will have mental health issues but may mean they’re at higher risk of experiencing poor mental health. A study by Stonewall found that over the previous year: ‘Hate crimes’ are crimes committed against people because of their race, sexuality, religion, gender identity or disability. Members of the LGBTIQ+ community are at a greater risk of experiencing hate crimes compared to heterosexual people. Certain LGBTIQ+ groups are at particular risk, including gay men, young people and those who are from Black, Asian and ethnic minority groups. If you have experienced a hate crime, report it by calling 999 in an emergency or 101 at other times to contact your local police force. Stonewall has information onmore ways to report hate crimes. Around one in eight LGBTIQ+ people have experienced unequal treatment from healthcare staff because they are LGBTIQ+. One in seven have avoided treatment for fear of discrimination. Healthcare providers have a legal duty under the Equality Act 2010 to treat LGBTIQ+ people fairly. If you’ve experienced discrimination by a healthcare provider, you don’t have to put up with it. There are different things you can do, such as making a complaint.Citizens Advicehas information on what to do next. If you’re worried about your mental health, it may help to look at our10 practical ways to look after your mental health. If you feel suicidal, look at the ‘help and support’ section onour page about suicide. There are details of helplines you can contact for support. There are support organisations for LGBTIQ+ people too. They may be a good place to start if you need help: Browse all of the mental health statistics Our 2016 study 'The Fundamental Facts about Mental Health' follows a comprehensive summary of mental health research, providing a unique handbook of key facts and figures, covering all key areas of mental health. Find out more about what affects our mental health with our A-Z Topics. About LGBTIQ+ mental health LGBT+ mental health LGBT+ in Britain - Health report from 2018 Help for mental health problems if you're LGBT Home of Mental Health Awareness Week"
https://www.mentalhealth.org.uk/explore-mental-health/statistics/men-women-statistics,Men and women: statistics,"This content mentions sexual assault, suicide or suicidal thoughts, self-harm, eating disorders, anxiety, abuse and violence, trauma, body image and substance abuse and addiction (which may include mentions of alcohol or drug use), and some people may find this triggering. Mental health problems affect both men and women, but not in equal measure. In England, one in five adults has a common mental health condition: about 24% of women and 15% of men.1 In 2018, there were 6,507suicidesregistered in the UK2, and in 2019, there were 5,691 suicides registered in England and Wales: Men report lower levels of life satisfaction than women, according to the government’s national wellbeing survey.6 Men are less likely to access psychological therapies than women: only 36% of referrals to NHStalking therapiesare for men.7 Nearly three-quarters of adults who go missing are men.4 87% of roughsleepersare men.4 Men are nearly three times as likely as women to become dependent onalcoholand three times as likely to report frequentdrug use.4 Men are more likely to be compulsorily detained (or ‘sectioned’) for treatment than women.8 Men are more likely to be victims of violent crime (1.5 more likely than women).9 Men make up the vast majority of the prison population.​ There are high rates of mental health problems and increased rates of self-harm in prisons.4 Women between the ages of 16 and 24 are almost three times as likely (26%) to experience a common mental health issue as males of the same age (9%).10 Women are twice as likely to be diagnosed withanxietyas men.11 25.7% of women and 9.7% of men aged 16 to 24 report having self-harmed at some point in their life.12 According to our 2017 report on the mental health of women and girls: Browse all of the mental health statistics If you feel like ending your life or are unable to keep yourself safe, please call 999 or go to A&E and ask for the contact of the nearest crisis resolution team. These are teams of mental health care professionals who work with people in severe distress. If you feel affected by the content you have read, please see ourget helppage for support. Our 2016 study 'The Fundamental Facts about Mental Health' follows a comprehensive summary of mental health research, providing a unique handbook of key facts and figures covering all key areas of mental health. Find out more about what affects our mental health with our A-Z Topics. Home of Mental Health Awareness Week"
https://www.mentalhealth.org.uk/explore-mental-health/statistics/schizophrenia-statistics,Schizophrenia: statistics,"Schizophrenia is a serious disorder of the mind and brain, but it is also highly treatable - yet the facts around it make for alarming reading. Browse all of the mental health statistics Our 2016 study 'The Fundamental Facts about Mental Health' follows a comprehensive summary of mental health research, providing a unique handbook of key facts and figures, covering all key areas of mental health. Find out more about schizophrenia - the symptoms, causes and getting support. Home of Mental Health Awareness Week"
https://www.mentalhealth.org.uk/explore-mental-health/mental-health-statistics/social-determinants-statistics,Social determinants: statistics,"The World Health Organisation defines social determinants of health as the circumstances in which people are born, grow, live, work and age. The distribution of money influences these conditions, power and resources operating at global, national and local levels.1 Increasingly, it is recognised that these conditions impact mental (as well as physical) health. Recent research highlights how life circumstances can determine mental health and create inequalities between societies and communities.2,3 Browse all of the mental health statistics Our 2016 study 'The Fundamental Facts about Mental Health' follows a comprehensive summary of mental health research, providing a unique handbook of key facts and figures, covering all key areas of mental health. Find out more about what can affect our mental health with our A-Z Topics. Home of Mental Health Awareness Week"
https://www.mentalhealth.org.uk/explore-mental-health/statistics/stress-statistics,Stress: statistics,"The study was an online poll undertaken by YouGov with a sample size of 4,619 respondents. This is the largest known study of stress levels in the UK. Read more about the study in our report,Stress: Are we coping? In the past year, 74% of people have felt so stressed they have been overwhelmed or unable to cope.  Browse all of the mental health statistics Our 2016 study 'The Fundamental Facts about Mental Health' follows a comprehensive summary of mental health research, providing a unique handbook of key facts and figures, covering all key areas of mental health. Find out more about stress - the symptoms, causes and getting support. Home of Mental Health Awareness Week"
https://www.mentalhealth.org.uk/explore-mental-health/statistics/substance-misuse-statistics,Substance misuse: statistics,"16.6% of adults in England report drinking to hazardous levels, while 1.2% report levels which indicate probable alcohol dependence.1 3.1% of adults in England show signs of drug dependence, and men (4.3%) are more likely to be dependent on illegal drugs than women (1.9%).2 Half of the people with drug dependence received mental health treatment in 2014, and adults with drug dependence are twice as likely as the general population to use psychological therapy.3 Browse all of the mental health statistics Our 2016 study 'The Fundamental Facts about Mental Health' follows a comprehensive summary of mental health research, providing a unique handbook of key facts and figures, covering all key areas of mental health. Find out more about what affects our mental health with our A-Z Topics. Home of Mental Health Awareness Week"
https://www.mentalhealth.org.uk/explore-mental-health/statistics/suicidal-thoughts-statistics,Suicidal thoughts: statistics,"This content mentions suicide or suicidal thoughts and self-harm. Please read with care. There are details of where to find help at the bottom of this page. Suicideandself-harmare not mental health problems but are linked with mental distress. In the UK in 2020, 6248 people took their own lives: 5224 in England and Wales, 805 in Scotland and 219 in Northern Ireland. Men and women aged 45 to 49 have the highest suicide rates in England and Wales.  Browse all of the mental health statistics Our 2016 study 'The Fundamental Facts about Mental Health' follows a comprehensive summary of mental health research, providing a unique handbook of key facts and figures, covering all key areas of mental health. Find out more about what affects our mental health with our A-Z Topics. If you feel like ending your life or are unable to keep yourself safe, please call 999 or go to A&E and ask for the contact of the nearest crisis resolution team. These are teams of mental health care professionals who work with people in severe distress. If you feel affected by the content you have read, please see ourget helppage for support. Home of Mental Health Awareness Week"
https://www.mentalhealth.org.uk/explore-mental-health/publications/fundamental-facts-about-mental-health-2016,Fundamental Facts about Mental Health 2016,"This content mentions suicide or suicidal thoughts, anxiety and depression. Please read with care. There are details of where to find help at the bottom of this page. The Mental Health Foundation has a vision of a world with good mental health for all. To achieve this, we aim to help people understand, protect and sustain their mental health. Central to this is the need for evidence and data that can help us to answer the questions asked about mental health by a wide range of people – not only professionals and service planners, but also people with experience of mental health problems, communities that experience high levels of mental health inequity, politicians and the media. To help people understand mental health, we have committed to creating Fundamental Facts on a regular basis to illustrate that, while we still have a lot to learn about mental health, there is a lot about mental health that we know and can act on now. This report covers: If you are feeling like ending your life or feel unable to keep yourself safe, please call 999 or go to A&E and ask for the contact of the nearest crisis resolution team. These are teams of mental health care professionals who work with people in severe distress. If you feel affected by the content you have read, please see ourget helppage for support. A selection of the key facts and figures, topics, and related areas around mental health. 26th Jun 2025
          / Research Following the publication of the first Adult Psychiatric Morbidity Survey in a decade, we share our views on the findings. 23rd Oct 2024
          / Research New research from the Mental Health Foundation and SIPHER Consortium shows up to 100,000 mental health appointments could be freed up through Universal Credit top-ups for households caring for children. Home of Mental Health Awareness Week"
https://www.mentalhealth.org.uk/explore-mental-health/publications/student-guide-loneliness,A student guide to loneliness,"This guide is aimed at students aged 16+. The guide explores loneliness and the links to mental health and provides tips on how to look after your mental health when feeling lonely together with ideas of how to get involved and raise awareness in communities, at school, college or university. 13th May 2025
          / Mental Health Awareness Week Singer-songwriter Pixie Lott calls on people across the UK to participate in Wear It Green Day and support Mental Health Foundation this Mental Health Awareness Week 15th May 2023
          / Mental Health Awareness Week We published research today showing that almost six in ten adults in Scotland (58%) experienced anxiety that interfered with their daily lives in the previous two weeks. Home of Mental Health Awareness Week"
https://www.mentalhealth.org.uk/cy/explore-mental-health/publications/student-guide-loneliness,Unigrwydd - Canllaw i Fyfyrwyr,"Location:Wales Mae’r canllaw hwn wedi ei anelu at fyfyrwyr 16 oed a hŷn, mae’n archwilio unigrwydd a’i gysylltiad ag iechyd meddwl, mae’n darparu awgrymiadau a syniadau am sut i gymryd rhan a chodi ymwybyddiaeth o fewn cymunedau, yn yr ysgol, coleg neu brifysgol. Unigrwydd yw’r teimlad negyddol a gawn pan mae yna wahaniaeth rhwng y perthnasoedd sydd gennym ag eraill a’r perthnasoedd yr ydym eu heisiau. Bydd y rhan fwyaf ohonom yn profi unigrwydd ar ryw adeg yn ystod ein bywydau, ond mae yna ffactorau penodol sy’n gwneud rhai’n fwy agored iddo nag eraill. Mae myfyrwyr llawn amser ymysg y rhai sydd fwyaf agored i deimlo’n unig, nododd 26% o fyfyrwyr eu bod wedi teimlo’n unig naill ai’n aml neu drwy gydol y pandemig, o’i gymharu â 8% o’r boblogaeth sy’n oedolion. Ac er i’r niferoedd ostwng wrth i’r cyfyngiadau lacio (22%), roedd dal i fod yn uwch na lefelau unigrwydd ymysg oedolion (6%)1 Hyd yn oed cyn y pandemig, roedd 88% o Brydeinwyr 18-24 oed yn dweud eu bod yn profi unigrwydd i ryw raddau, gyda 24% yn profi unigrwydd yn aml a 7% yn dweud eu bod yn teimlo’n unig drwy’r amser. Drwy amlygu unigrwydd a’i effaith ar iechyd meddwl, rydym yn gobeithio lleihau stigma a bod o gymorth i bobl sy’n unig, neu mewn perygl o brofi unigrwydd. Mae prosiect U OK? y Sefydliad Iechyd Meddwl wedi ei leoli mewn colegau, dosbarthiadau chweched a phrifysgolion. Gan ddefnyddio’r un ddarpariaeth cymheiriaid ac a geir yn ein Prosiect Addysg Cymheiriaid, mae myfyrwyr hŷn yn darparu gweithdai iechyd meddwl i fyfyrwyr ieuengach; ac o gymorth iddynt drawsnewid o addysg statudol i addysg uwch ac i fyd gwaith. Mae’r prosiect U OK? wedi gweithio gyda myfyrwyr mewn prifysgolion sy’n cymryd rhan ac Arweinwyr Ifanc Fforwm Iechyd Meddwl i greu’r canllaw hwn i fyfyrwyr. 1ONS (2021) Coronafeirws a myfyrwyr addysg uwch: Lloegr, 15 Ebrill to 22 Ebrill 2021 18th May 2023
          / Mental Health Awareness Week  17th May 2023
          / Mental Health Awareness Week The vast majority of young people aged 18 to 24 felt anxious in the last two weeks, so much so that it interfered with their day-to-day life, according to data we released earlier this week. Home of Mental Health Awareness Week"
https://www.mentalhealth.org.uk/explore-mental-health/about-mental-health-problems,About mental health problems,"Mental health problems are very common. In a single week, at least one in six of us has problems with our mental health, according to the government’smajor studyof adults in England. Mental Health problems are difficult experiences that make it harder for us to get on with our lives. They include the painful feelings and thoughts that we all have at times – including periods of sadness, hopelessness and fear. Mental health problems are not a weakness – they are just responses to what is happening, and what has happened, to us and around us. For example, we might feel tense, worried and afraid – a common experience often described as ‘anxiety’. This might affect our sleep, eating, work, studies and dealings with people in our lives, as well as alcohol and drug use. Other people might not know how we’re feeling, unless we tell them. Getting supportfrom other people, andlooking after our mental health, can help us get past problems like this and prevent them becoming more serious or long-term. Changing our lives to tackle the causes of our distress will also help – if this is possible. Most people who have problems with their mental health can get over them or learn to live with them, especially if they get help early on. Some mental health problems cause us more serious distress and problems with our lives, and may continue for years. For instance, hearing and seeing things that others can’t see, or believing that other people are out to get us, can cause conflicts with other people. As a result, we may lose jobs, friends, children, housing and even our liberty and lives. Mental health problems are not like cancer or heart disease, where scientific tests can reveal what is wrong. With mental health problems, it’s our painful feelings and thoughts, and their effects on our lives, that are the difficulty. There’s no ‘hidden’ part that only experts understand. This may seem confusing, because people who work in mental health often use medical terms such as ‘anxiety’, ‘depression’, ‘bipolar’ and ‘bulimia’ to diagnose people’s problems with their mental health. According to this view, getting the diagnosis right helps to get the treatment right. Some people find it helps them to have a mental health diagnosis. It can come as a relief and help them understand and accept themselves – and also help others to do so. In addition, a diagnosis can help with getting benefits, support at work or with studies and treatment from health professionals. Other people feel harmed by diagnosis. They feel worse about themselves as a result of the label they’ve been given, or fear it will make others wary of them – potential employers, friends, partners and mental health professionals, for instance. There is much concern that people with a mental health diagnosis are too often seen as no more their diagnosis, rather than as a whole, living person who changes as their live unfolds. This can have a profoundly harmful effect on their quality of life. It’s worth remembering that a mental health diagnosis is no more than a health professional’s opinion about the experiences another person is having. Another professional might have a different opinion. Diagnoses also change with society. Until the early 1970s, for instance, psychiatrists ruled that being gay was a ‘mental illness’. Eventually, campaigners (including some psychiatrists) persuaded the influential American Psychiatric Association to change its view. Overnight, millions of people were ’cured’. Despite the controversy around mental health diagnoses, medical terms remain the most common way to describe problems mental health. Find information and ideas about how to get support with your mental health. Home of Mental Health Awareness Week"
https://www.mentalhealth.org.uk/explore-mental-health/loneliness/later-life-toolkit,Loneliness - the later life toolkit,"Whatever the circumstances loneliness can be detrimental to a person’s mental and physical health, it is estimated that loneliness could increase the risk of death by 26%.(Holt-Lunstad et,al 2015) Our survey found that 62% of people who reported being lonely ‘often or always’ said that feelings of loneliness had a negative effect on their mental health. ForMental Health Awareness Week 2022, the Empowerment and Later Life Team co-facilitated a number of focus groups with external partners. The Mental Health Foundation wanted to give older people a space to express themselves and their experiences around loneliness. Through these focus groups, we discussed the challenges of connecting digitally and their feelings around loneliness. Although not everyone identified as lonely, they did talk about the different ways they used to manage their daily life, make their well-being better and reduce their feelings of loneliness. From these conversations, we were able to compile a list of tips to help manage and reduce loneliness and promote better mental health. We would like to thank,Dementia Adventure,Sparko TVandPicture Thisin association withNotting Hill Genesisfor helping organise these focus group events. Dementia Adventure– Helping people living with dementia to retain a sense of adventure by getting outdoors and connecting with nature, themselves and their community. Sparko TV– SPARKO Virtual Retirement Community (VRC) is a UK-based service-tech start-up and is endorsed by Age UK, leading housing associations, and a number of other charity organisations. Notting Hill Genesis– Notting Hill Genesis is one of the largest housing associations in London and the South East. Picture This– Picture This is a new digital creative program designed to help people in later life who are experiencing digital exclusion. The Blue Prescribing ProjectandWildfowl and Wetlands Trust– The Blue Prescribing Project is a wetland health programme specifically designed, in consultation with participants, to promote a range of mental and physical health benefits through facilitated wetland nature engagement. Samaritans– a UK-based charity that provides support at any time, from any phone for free. Call free on 116 123 Hub of Hope– a national mental health database, bringing help and support together in one place. The Joy Club– The Joy Club is an online activities club that provides inspiration for a joyful retirement. Volume: 10 issue: 2, page(s): 227-237. Article first published online: March 11, 2015; Issue published: March 1, 2015. Julianne Holt-Lunstad1,Timothy B. Smith2,Mark Baker1,Tyler Harris1,David Stephenson1 1 Department of Psychology 2 Department of Counseling Psychology, Brigham Young University Julianne Holt-Lunstad, Department of Psychology, Brigham Young University, 1024 Spencer W. Kimball Tower, Provo, UT 84602-5543 orjulianne_holt-lunstad@byu.edu. Mental Health Awareness Week is an annual event that was created by the Mental Health Foundation and is hosted every May. 13th May 2025
          / Mental Health Awareness Week Singer-songwriter Pixie Lott calls on people across the UK to participate in Wear It Green Day and support Mental Health Foundation this Mental Health Awareness Week 15th May 2023
          / Mental Health Awareness Week We published research today showing that almost six in ten adults in Scotland (58%) experienced anxiety that interfered with their daily lives in the previous two weeks. Home of Mental Health Awareness Week"
https://www.mentalhealth.org.uk/explore-mental-health/podcasts/loneliness,Loneliness podcast,"This content mentions suicide or suicidal thoughts and loneliness or isolation. Please read with care. There are details of where to find help at the bottom of this page. In theLet's Talk: Mental Healthpodcast, Jennie Walker gets together with different people and experts to chat about mental health. We all have mental health, and we can all experience mental health problems. So, on this podcast we explore the topics that can affect how we think and feel. In this episode, we talk about loneliness and what it means to feel lonely, how it affects our mental health, who experiences it and what we can do to cope with it. Jennie (Host and Co-Producer), Bethan (Co-Producer) and Tim (Podcast Editor) draw on their own lived experiences of mental health, their time working with mental health charities and services and their relationships with people to deliver an insightful podcast. Note: Our podcasts are a safe space for our guests to talk about their personal experiences and express their own opinions. Their opinions are not necessarily endorsed by the Mental Health Foundation. If you are feeling like ending your life or feel unable to keep yourself safe, please call 999 or go to A&E and ask for the contact of the nearest crisis resolution team. These are teams of mental health care professionals who work with people in severe distress. If you feel affected by this content, please see ourget helppage for support. 6th May 2025
          / Challenging mental health inequalities Announcing winners of the Mental Health Foundation's Positive Mental Health Image Library, Ashok's Vision International. 12th Dec 2024
          / Challenging mental health inequalities Our Power is a Mental Health Foundation project exploring the mental health impact of racism, particularly racial microaggressions, through creative peer support workshops. Home of Mental Health Awareness Week"
